,Model,Team Name,forecast_date,target,target_end_date,location_name,State,fips,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
1430,UMich-RidgeTfReg,The University of Michigan,2021-03-01,2 wk ahead inc case,2021-03-15,National,National,US,427002.88262675295,318720.792366292,413980.444103178,517078.817030601,616630.5419301611
1431,UMich-RidgeTfReg,The University of Michigan,2021-03-01,3 wk ahead inc case,2021-03-22,National,National,US,422788.86677102,238607.845668785,380872.228402354,536401.689201206,672754.749141484
1432,UMich-RidgeTfReg,The University of Michigan,2021-03-01,4 wk ahead inc case,2021-03-29,National,National,US,409068.220806263,199966.47738403105,362366.990928236,540230.0078974289,657859.801301774
1433,USC-SI_kJalpha,University of Southern California,2021-03-01,1 wk ahead inc case,2021-03-08,National,National,US,449508.0,420117.5717,435261.1479,478609.6977,523177.8834
1434,USC-SI_kJalpha,University of Southern California,2021-03-01,2 wk ahead inc case,2021-03-15,National,National,US,420247.0,388556.189,404814.5832,453511.9837,505716.1257
1435,USC-SI_kJalpha,University of Southern California,2021-03-01,3 wk ahead inc case,2021-03-22,National,National,US,390731.0,357297.7934,374371.3485,427394.6843,486403.4918
1436,USC-SI_kJalpha,University of Southern California,2021-03-01,4 wk ahead inc case,2021-03-29,National,National,US,364766.0,327619.6082,346476.7774,408437.1499,481321.066
1437,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-01,1 wk ahead inc case,2021-03-08,National,National,US,388545.068770314,0.0,228630.264450323,548459.873090305,853233.01543049
1438,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-01,2 wk ahead inc case,2021-03-15,National,National,US,325589.18271689303,0.0,175361.93284845198,475816.432585334,762126.5788048941
1439,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-01,3 wk ahead inc case,2021-03-22,National,National,US,283957.074601707,0.0,134587.974841079,433326.174362336,718000.8178148459
1440,UVA-Ensemble,"University of Virginia, Biocomplexity COVID-19 Response Team",2021-03-01,4 wk ahead inc case,2021-03-29,National,National,US,260325.168481661,0.0,161246.947728487,359403.389234835,548231.314234174
1441,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-01,1 wk ahead inc case,2021-03-08,National,National,US,359996.44,311337.81,342582.75,370264.97,376392.13
1442,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-01,2 wk ahead inc case,2021-03-15,National,National,US,300318.13,259459.94,290333.81,303276.16,311851.41
1443,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-01,3 wk ahead inc case,2021-03-22,National,National,US,252614.88,222133.0,241823.95,269976.91,290090.56
1444,UpstateSU-GRU,SUNY Upstate and SU Covid-19 Prediction Team,2021-03-01,4 wk ahead inc case,2021-03-29,National,National,US,220312.97,202340.33,212640.55,251220.75,294367.94
1445,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,335349.17600000004,295180.425,323717.159,349306.846,371949.421
1446,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,333036.314,284789.865,315689.434,354109.468,391896.414
1447,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,337443.076,258229.646,308343.423,359271.919,395357.964
1448,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,332997.106,243838.99,309473.363,358146.8060000001,398478.972
1449,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,335591.0,259830.5,319427.0,351755.0,411351.5
1450,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,335591.0,235471.32091070895,303976.777657777,367081.515925159,435736.19579820795
1451,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,335591.0,207402.437333873,293300.712752128,377800.655489055,464288.903535285
1452,COVIDhub-baseline,COVID-19 Forecast Hub,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,335591.0,189440.751802518,286450.672179222,385201.388223882,482134.640137651
1453,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,328053.0,270335.0,313600.0,343080.0,380219.0
1454,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,334314.0,242939.0,309833.0,347551.0,395411.0
1455,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,336517.0,223732.0,300822.0,355431.0,411011.0
1456,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,334294.0,206060.0,297962.0,359934.0,421381.0
1457,CU-nochange,Columbia University,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,335715.0,256379.0,305696.0,373414.0,461919.0
1458,CU-nochange,Columbia University,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,388856.0,233014.0,324420.0,475755.0,719480.0
1459,CU-nochange,Columbia University,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,464520.0,213131.0,353364.0,626785.0,1179517.0
1460,CU-nochange,Columbia University,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,561317.0,200566.0,391930.0,829843.0,1889244.0
1461,CU-scenario_high,Columbia University,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,337235.0,254183.0,306105.0,375360.0,470848.0
1462,CU-scenario_high,Columbia University,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,406560.0,235491.0,335971.0,498719.0,773869.0
1463,CU-scenario_high,Columbia University,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,515379.0,229676.0,387997.0,690389.0,1312191.0
1464,CU-scenario_high,Columbia University,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,582627.0,229630.0,421304.0,811475.0,1667464.0
1465,CU-scenario_low,Columbia University,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,333325.0,255128.0,303736.0,369710.0,457081.0
1466,CU-scenario_low,Columbia University,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,362286.0,223330.0,304859.0,435560.0,647439.0
1467,CU-scenario_low,Columbia University,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,372119.0,182984.0,289165.0,486436.0,876190.0
1468,CU-scenario_low,Columbia University,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,355168.0,143492.0,256792.0,499289.0,1081135.0
1469,CU-scenario_mid,Columbia University,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,336441.0,254930.0,306002.0,374949.0,467071.0
1470,CU-scenario_mid,Columbia University,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,396288.0,238385.0,332342.0,479469.0,708191.0
1471,CU-scenario_mid,Columbia University,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,435141.0,229907.0,349171.0,546480.0,874112.0
1472,CU-scenario_mid,Columbia University,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,447964.0,227896.0,354628.0,570207.0,928343.0
1473,CU-select,Columbia University,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,336441.0,254930.0,306002.0,374949.0,467071.0
1474,CU-select,Columbia University,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,396288.0,238385.0,332342.0,479469.0,708191.0
1475,CU-select,Columbia University,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,435141.0,229907.0,349171.0,546480.0,874112.0
1476,CU-select,Columbia University,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,447964.0,227896.0,354628.0,570207.0,928343.0
1477,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,330084.0188,298357.2944,317532.8966,339927.0161,358037.4420000001
1478,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,348497.2985,308466.6826,331776.7948,361711.487,385799.2955
1479,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,368075.4861,318599.0951,346605.3954,384418.804,414936.1771
1480,Columbia_UNC-SurvCon,Columbia_UNC,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,388746.8437,328940.6619,362289.0345,408396.9621,445680.997
1481,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,327408.709827353,318259.249289262,322233.186851572,328053.45048546896,332939.618088127
1482,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,339779.777422129,324301.224596693,330602.113599788,340991.578322661,346718.589606325
1483,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,350085.889853663,328497.039676295,336653.638453776,351590.01026036,358907.64353843604
1484,Covid19Sim-Simulator,COVID-19 Simulator,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,358610.0304453429,334389.15608156304,344016.961819508,361719.93546147295,369800.295644078
1485,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,195952.0,55821.7307264869,147728.445351682,244175.554648318,336082.269273513
1486,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,178072.0,0.0,109873.59499050901,246270.40500949105,376246.127305596
1487,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,161863.0,0.0,78337.3532275397,245388.64677246,404575.746060033
1488,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,147522.0,0.0,51074.8907033649,243969.109296635,427782.538547026
1489,DDS-NBDS,Discrete Dynamical Systems,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,719982.6909999999,557204.0,656423.0,777391.0,917076.0
1490,DDS-NBDS,Discrete Dynamical Systems,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,822914.5196,541947.0,698519.0,918068.0,1237478.0
1491,DDS-NBDS,Discrete Dynamical Systems,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,927212.1978,512558.0,723205.0,1067740.0,1615458.0
1492,DDS-NBDS,Discrete Dynamical Systems,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,1098307.3766,493992.0,770263.0,1288124.0,2233325.0
1493,Geneva-DetGrowth,Swiss Data Science Center / University of Geneva,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,334241.696843523,0.0,0.0,0.0,0.0
1494,IBF-TimeSeries,Institute of Business Forecasting,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,300671.0,0.0,0.0,0.0,0.0
1495,IBF-TimeSeries,Institute of Business Forecasting,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,301608.0,0.0,0.0,0.0,0.0
1496,IBF-TimeSeries,Institute of Business Forecasting,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,302053.0,0.0,0.0,0.0,0.0
1497,IBF-TimeSeries,Institute of Business Forecasting,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,302023.0,0.0,0.0,0.0,0.0
1498,IQVIA_ACOE-STAN,IQVIA ACOE,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,335681.0,0.0,0.0,0.0,0.0
1499,IQVIA_ACOE-STAN,IQVIA ACOE,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,330137.0,0.0,0.0,0.0,0.0
1500,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,295806.0,279045.0,286997.0,306055.0,314554.0
1501,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,269000.0,236468.0,251569.0,289148.0,309095.0
1502,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,249043.0,210238.0,227851.0,275054.0,303516.0
1503,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,234810.0,194856.0,212173.0,263608.0,298380.0
1504,JCB-PRM,John Burant (JCB),2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,366110.783362261,0.0,0.0,0.0,0.0
1505,JCB-PRM,John Burant (JCB),2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,397557.4920051,0.0,0.0,0.0,0.0
1506,JCB-PRM,John Burant (JCB),2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,423046.289162906,0.0,0.0,0.0,0.0
1507,JCB-PRM,John Burant (JCB),2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,434024.85175165103,0.0,0.0,0.0,0.0
1508,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,326327.23480361,279086.14987526,309668.50125400804,346231.20517803304,400414.38264047203
1509,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,309750.043985723,247493.864596166,288198.088891577,333958.896669327,398923.901853215
1510,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,296198.016479325,217557.29232998606,268636.438788156,327061.67312725104,407085.7704379979
1511,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,282501.289018066,190349.96212240105,249850.73776060305,319225.65807142603,414977.60139902297
1512,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,236546.996666667,183027.875,214279.25,256197.75,298658.15
1513,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,247234.996666667,189617.175,222971.0,266525.0,329389.525
1514,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,269611.666666667,200005.225,239075.5,294013.5,378500.55
1515,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,296683.66,212839.625,256354.0,326552.25,411876.65
1516,Karlen-pypm,Karlen Working Group,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,338300.4,325687.3,346586.4,371090.5,394716.6
1517,Karlen-pypm,Karlen Working Group,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,360201.5,339413.2,364822.9,404414.5,443392.9
1518,Karlen-pypm,Karlen Working Group,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,385761.0,368016.3,400300.3,441122.6,489466.7
1519,Karlen-pypm,Karlen Working Group,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,415774.2,391150.8,436001.5,499612.1,585259.9
1520,LANL-GrowthRate,Los Alamos National Labs,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,299696.689042944,185214.539465875,258822.99876447397,327819.490390628,388486.87984015705
1521,LANL-GrowthRate,Los Alamos National Labs,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,246594.533403598,102149.70999714301,188169.275988743,310642.350250767,440757.70817760704
1522,LANL-GrowthRate,Los Alamos National Labs,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,202255.10288039,67148.5228730498,142914.317747803,276237.041471906,444081.923892113
1523,LANL-GrowthRate,Los Alamos National Labs,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,163979.650582862,46494.195822648886,107101.172683109,238740.52077392695,434655.70211674896
1524,LNQ-ens1,LockNQuay,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,371371.67177349,235950.618938247,344145.14273148304,394607.196749689,481693.981882035
1525,LNQ-ens1,LockNQuay,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,390875.497351814,212484.83165450802,351911.240201148,421906.010096557,543672.292589496
1526,LNQ-ens1,LockNQuay,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,419198.870899804,213378.887924055,364509.38129748,457248.145328275,595549.606729168
1527,LNQ-ens1,LockNQuay,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,426544.418285586,199280.747931502,350158.221539236,475855.023150456,649157.02083599
1528,OliverWyman-Navigator,Oliver Wyman,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,379372.0,0.0,0.0,0.0,0.0
1529,OliverWyman-Navigator,Oliver Wyman,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,437687.0,0.0,0.0,0.0,0.0
1530,OliverWyman-Navigator,Oliver Wyman,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,499651.0,0.0,0.0,0.0,0.0
1531,QJHong-Encounter,QJHong,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,364813.3,0.0,0.0,0.0,0.0
1532,QJHong-Encounter,QJHong,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,400838.4,0.0,0.0,0.0,0.0
1533,QJHong-Encounter,QJHong,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,442014.2,0.0,0.0,0.0,0.0
1534,QJHong-Encounter,QJHong,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,489971.2,0.0,0.0,0.0,0.0
1535,RobertWalraven-ESG,Robert Walraven,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,324568.23,321044.41,323356.35,325780.12,328092.06
1536,RobertWalraven-ESG,Robert Walraven,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,298152.63,294557.79,296916.31,299388.94,301747.46
1537,RobertWalraven-ESG,Robert Walraven,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,236363.38,233097.35,235240.15,237486.61,239629.41
1538,RobertWalraven-ESG,Robert Walraven,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,174091.45,171342.27,173145.97,175036.93,176840.63
1539,TTU-squider,Hussain Lab at Texas Tech University,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,185170.315,0.0,0.0,0.0,0.0
1540,TTU-squider,Hussain Lab at Texas Tech University,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,165662.40099999998,0.0,0.0,0.0,0.0
1541,TTU-squider,Hussain Lab at Texas Tech University,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,147483.94,0.0,0.0,0.0,0.0
1542,TTU-squider,Hussain Lab at Texas Tech University,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,130715.328,0.0,0.0,0.0,0.0
1543,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,312337.620974349,261626.277739419,299032.88214192697,327087.021207995,364701.84066864
1544,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,269112.069965448,175203.779571346,241209.79070237602,295312.938652537,369870.28244031797
1545,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,239000.14196537397,155621.444603523,210730.815184062,259755.78342894,348860.539256736
1546,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,216297.595879981,132923.578301971,191046.47164895397,226929.74882726,313133.451259838
1547,UMich-RidgeTfReg,The University of Michigan,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,347921.032101973,339187.532887922,344912.929230024,350381.77298991603,0.0
1548,UMich-RidgeTfReg,The University of Michigan,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,351877.311052478,343378.471742342,349267.863174071,354495.903069342,0.0
1549,UMich-RidgeTfReg,The University of Michigan,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,358811.32559375104,350433.45894681104,356272.401742803,361447.634922665,0.0
1550,UMich-RidgeTfReg,The University of Michigan,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,345206.63577615697,336959.42790914304,342581.94884823397,347752.817338185,0.0
1551,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,364695.797014909,335541.978839112,354181.101737718,375498.941970749,397182.66460441897
1552,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,382677.08240161295,350104.259377789,370833.95344605396,395018.210190835,420071.79129143
1553,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,384259.285607455,350025.509147203,371707.020204353,397487.205074042,424373.701987484
1554,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,368818.82471575896,334773.748169681,356367.377096462,382133.060600914,409441.1176097421
1555,USC-SI_kJalpha,University of Southern California,2020-10-12,1 wk ahead inc case,2020-10-19,National,National,US,346621.0,0.0,0.0,0.0,0.0
1556,USC-SI_kJalpha,University of Southern California,2020-10-12,2 wk ahead inc case,2020-10-26,National,National,US,346463.0,0.0,0.0,0.0,0.0
1557,USC-SI_kJalpha,University of Southern California,2020-10-12,3 wk ahead inc case,2020-11-02,National,National,US,332802.0,0.0,0.0,0.0,0.0
1558,USC-SI_kJalpha,University of Southern California,2020-10-12,4 wk ahead inc case,2020-11-09,National,National,US,307676.0,0.0,0.0,0.0,0.0
1559,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,278032.0,210547.869,252925.83,298921.512,342655.972
1560,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,278524.408,171642.527,246849.845,304592.278,374375.576
1561,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,283729.205,159380.364,247128.601,317176.511,398053.853
1562,CEID-Walk,University of Georgia Center for the Ecology of Infectious Diseases Forecasting Working Group,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,283564.797,141474.154,234464.212,323136.43,434050.458
1563,COVIDhub-baseline,COVID-19 Forecast Hub,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,279847.0,203917.25,264025.25,295668.75,355776.75
1564,COVIDhub-baseline,COVID-19 Forecast Hub,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,279847.0,177150.57622051198,247851.20809708105,311832.770285203,382331.749426494
1565,COVIDhub-baseline,COVID-19 Forecast Hub,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,279847.0,147798.318177432,236682.930774308,323157.03784287896,411493.81836568296
1566,COVIDhub-baseline,COVID-19 Forecast Hub,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,279847.0,130504.246282213,229305.825205752,330334.530942809,428487.91958819603
1567,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,265469.0,210378.0,251371.0,284683.0,319854.0
1568,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,259901.0,174181.0,242794.0,275899.0,347832.0
1569,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,253474.0,153080.0,227596.0,278004.0,375972.0
1570,COVIDhub-ensemble,COVID-19 Forecast Hub,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,252862.0,139200.0,217349.0,283579.0,369916.0
1571,CU-nochange,Columbia University,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,256096.0,197262.0,232133.0,281705.0,384504.0
1572,CU-nochange,Columbia University,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,318707.0,208153.0,274924.0,369053.0,577650.0
1573,CU-nochange,Columbia University,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,409257.0,224123.0,333397.0,500761.0,919686.0
1574,CU-nochange,Columbia University,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,519099.0,245225.0,401419.0,670870.0,1374983.0
1575,CU-scenario_high,Columbia University,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,255762.0,198094.0,232147.0,281596.0,386432.0
1576,CU-scenario_high,Columbia University,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,322653.0,208705.0,280629.0,375526.0,593236.0
1577,CU-scenario_high,Columbia University,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,429734.0,228538.0,350871.0,527372.0,980258.0
1578,CU-scenario_high,Columbia University,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,569767.0,255782.0,439439.0,731664.0,1512461.0
1579,CU-scenario_low,Columbia University,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,255341.0,198460.0,233071.0,281980.0,378064.0
1580,CU-scenario_low,Columbia University,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,306805.0,209992.0,269266.0,355471.0,537751.0
1581,CU-scenario_low,Columbia University,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,356951.0,212425.0,299195.0,434264.0,754622.0
1582,CU-scenario_low,Columbia University,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,382658.0,203425.0,310910.0,492316.0,952914.0
1583,CU-scenario_mid,Columbia University,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,256109.0,197234.0,232341.0,284467.0,387292.0
1584,CU-scenario_mid,Columbia University,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,327128.0,215202.0,283877.0,384449.0,592976.0
1585,CU-scenario_mid,Columbia University,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,420410.0,237999.0,350214.0,517675.0,901790.0
1586,CU-scenario_mid,Columbia University,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,483036.0,251460.0,393199.0,609121.0,1127350.0
1587,CU-select,Columbia University,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,256109.0,197234.0,232341.0,284467.0,387292.0
1588,CU-select,Columbia University,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,327128.0,215202.0,283877.0,384449.0,592976.0
1589,CU-select,Columbia University,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,420410.0,237999.0,350214.0,517675.0,901790.0
1590,CU-select,Columbia University,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,483036.0,251460.0,393199.0,609121.0,1127350.0
1591,Columbia_UNC-SurvCon,Columbia_UNC,2020-09-21,1 wk ahead inc case,2020-09-28,National,National,US,245060.0,191028.0,222887.0,269136.0,313759.0
1592,Columbia_UNC-SurvCon,Columbia_UNC,2020-09-21,2 wk ahead inc case,2020-10-05,National,National,US,241565.0,170644.0,212436.0,273639.0,339310.0
1593,Columbia_UNC-SurvCon,Columbia_UNC,2020-09-21,3 wk ahead inc case,2020-10-12,National,National,US,238109.0,152769.0,202163.0,278007.0,366226.0
1594,Columbia_UNC-SurvCon,Columbia_UNC,2020-09-21,4 wk ahead inc case,2020-10-19,National,National,US,234703.0,136927.0,192848.0,283466.0,395606.0
