,Model,Team Name,forecast_date,target,target_end_date,location_name,State,fips,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
3263,DDS-NBDS,Discrete Dynamical Systems,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,2507632.5164,1208534.0,1769898.0,2919099.0,5474592.0
3264,DDS-NBDS,Discrete Dynamical Systems,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,3344793.9306,1237341.0,2008864.0,3958189.0,9112032.0
3265,Geneva-DetGrowth,Swiss Data Science Center / University of Geneva,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1370626.11374259,0.0,0.0,0.0,0.0
3266,IBF-TimeSeries,Institute of Business Forecasting,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1345756.0,0.0,0.0,0.0,0.0
3267,IBF-TimeSeries,Institute of Business Forecasting,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1229257.0,0.0,0.0,0.0,0.0
3268,IBF-TimeSeries,Institute of Business Forecasting,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1224433.0,0.0,0.0,0.0,0.0
3269,IBF-TimeSeries,Institute of Business Forecasting,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1211238.0,0.0,0.0,0.0,0.0
3270,IQVIA_ACOE-STAN,IQVIA ACOE,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1211081.0,0.0,0.0,0.0,0.0
3271,IQVIA_ACOE-STAN,IQVIA ACOE,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1270131.0,0.0,0.0,0.0,0.0
3272,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1364050.0,1307681.0,1335460.0,1390506.0,1463137.0
3273,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1330445.0,1228789.0,1276644.0,1387290.0,1451700.0
3274,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1303470.0,1174103.0,1232291.0,1381030.0,1464814.0
3275,IowaStateLW-STEM,Iowa State - Lily Wang's Research Group,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1279166.0,1135106.0,1197803.0,1373626.0,1477034.0
3276,JCB-PRM,John Burant (JCB),2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1312645.98666991,944819.544716589,1186064.49491519,1439227.47842464,1680472.42862324
3277,JCB-PRM,John Burant (JCB),2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1496760.47623679,1025906.00226183,1334723.56176532,1658797.39070827,1967614.95021176
3278,JCB-PRM,John Burant (JCB),2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1710265.3530115,1128795.52542587,1510161.96241434,1910368.74360866,2291735.18059713
3279,JCB-PRM,John Burant (JCB),2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1955602.67887682,1251255.73218385,1713213.12484744,2197992.2329062,2659949.62556978
3280,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1446493.93100401,829499.0339904041,1197966.69400654,1702625.52101954,2266737.59435722
3281,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1893019.56395584,1030172.51453282,1547090.11877036,2298838.54245898,3244923.66319905
3282,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,2387467.35861411,1226111.96111814,1903223.27209121,2972018.99974726,4438103.86573817
3283,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,2833259.59782819,1353267.8019845,2196240.51679085,3631447.18265165,5729217.95654925
3284,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1404256.0,970721.205451222,1235567.2481276002,1538951.56485653,2010039.86178066
3285,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1665484.0,1073808.17975995,1372615.06540176,1758517.65468946,3837533.94135502
3286,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1939560.0,1276145.05965466,1614055.7028927,2062513.2331964,4400603.44114893
3287,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,2237694.0,1450478.23495928,1855556.34983322,2394445.33935733,4764188.39211583
3288,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,880816.726666667,710757.65,816108.75,944500.0,1107178.3
3289,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1032646.86333333,801288.25,937989.5,1118710.5,1359707.9
3290,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1157316.08,903007.325,1041468.75,1255658.0,1527751.325
3291,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1170886.78333333,908195.0,1054317.0,1264755.25,1544471.425
3292,Karlen-pypm,Karlen Working Group,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1507387.0,1385993.9,1451835.1,1547525.9,1586384.1
3293,Karlen-pypm,Karlen Working Group,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1883990.8,1745182.2,1821665.6,1920198.0,2012769.8
3294,Karlen-pypm,Karlen Working Group,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,2350865.3,2158104.6,2282771.1,2423404.4,2616784.6
3295,Karlen-pypm,Karlen Working Group,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,2917071.6,2721295.2,2856763.5,3068761.6,3273071.7
3296,LANL-GrowthRate,Los Alamos National Labs,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1241257.0,1053310.95,1171880.25,1313788.0,1461748.7
3297,LANL-GrowthRate,Los Alamos National Labs,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1296724.0,1032097.6,1201373.5,1405381.75,1628984.75
3298,LANL-GrowthRate,Los Alamos National Labs,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1240379.5,913060.175,1115123.5,1396442.75,1800331.625
3299,LANL-GrowthRate,Los Alamos National Labs,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1136924.5,757869.175,967617.75,1371072.0,1956210.075
3300,LNQ-ens1,LockNQuay,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1244281.55717035,866465.398816766,1191128.40034607,1297405.48551108,1617089.9011921003
3301,LNQ-ens1,LockNQuay,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1293869.62449481,855538.754014272,1190198.84863315,1425078.46779682,2001046.67944328
3302,LNQ-ens1,LockNQuay,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1341391.53763424,787765.141385498,1167220.68218543,1576031.94316185,2426856.71288693
3303,LNQ-ens1,LockNQuay,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1441402.80953229,843881.08209105,1239180.42435223,1781934.72414545,2915189.2350299
3304,MSRA-DeepST,MSRA,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1320607.3141583,0.0,0.0,0.0,0.0
3305,MSRA-DeepST,MSRA,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1537348.63062989,0.0,0.0,0.0,0.0
3306,MSRA-DeepST,MSRA,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1716191.6582284,0.0,0.0,0.0,0.0
3307,MSRA-DeepST,MSRA,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1910796.92465946,0.0,0.0,0.0,0.0
3308,OliverWyman-Navigator,Oliver Wyman,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1375393.0,0.0,0.0,0.0,0.0
3309,OliverWyman-Navigator,Oliver Wyman,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1568897.0,0.0,0.0,0.0,0.0
3310,OliverWyman-Navigator,Oliver Wyman,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1747476.0,0.0,0.0,0.0,0.0
3311,QJHong-Encounter,QJHong,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1298941.26942019,0.0,0.0,0.0,0.0
3312,QJHong-Encounter,QJHong,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1523855.0,0.0,0.0,0.0,0.0
3313,QJHong-Encounter,QJHong,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1675327.0,0.0,0.0,0.0,0.0
3314,QJHong-Encounter,QJHong,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1773212.0,0.0,0.0,0.0,0.0
3315,RobertWalraven-ESG,Robert Walraven,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1528623.41,1501364.52,1519248.72,1537998.09,1555882.29
3316,RobertWalraven-ESG,Robert Walraven,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1763544.86,1734266.22,1753475.55,1773614.17,1792823.5
3317,RobertWalraven-ESG,Robert Walraven,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1907636.97,1877185.68,1897164.37,1918109.57,1938088.26
3318,RobertWalraven-ESG,Robert Walraven,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1975560.69,1944572.01,1964903.28,1986218.1,2006549.36
3319,TTU-squider,Hussain Lab at Texas Tech University,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,979969.931,0.0,0.0,0.0,0.0
3320,TTU-squider,Hussain Lab at Texas Tech University,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1107402.2659999998,0.0,0.0,0.0,0.0
3321,TTU-squider,Hussain Lab at Texas Tech University,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1220391.158,0.0,0.0,0.0,0.0
3322,TTU-squider,Hussain Lab at Texas Tech University,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1291659.633,0.0,0.0,0.0,0.0
3323,UCF-AEM,University of Central Florida,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1252304.0,1197476.0,1223672.0,1283368.0,1316407.0
3324,UCF-AEM,University of Central Florida,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1296908.0,1206607.0,1254002.0,1345681.0,1384943.0
3325,UCF-AEM,University of Central Florida,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1348219.0,1220273.0,1298480.0,1407071.0,1486855.0
3326,UCF-AEM,University of Central Florida,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1378471.0,1216269.0,1325878.0,1476465.0,1529182.0
3327,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1267222.28941054,1091116.10899224,1213250.32122065,1294246.30596311,1590996.73808504
3328,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1482482.17536307,960387.1079876928,1317117.49002464,1555601.25724792,2353448.70759186
3329,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1706208.08157976,941056.6004386472,1465492.0289076,1822872.59715553,2883008.89156088
3330,UCLA-SuEIR,UCLA Statistical Machine Learning Lab,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,1913850.64416344,985081.451335803,1610712.82097336,2094927.95073177,3240773.51725942
3331,UChicagoCHATTOPADHYAY-UnIT,"University of Chicago, Chattopadhyay Lab",2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1274483.76,1267036.36,1272019.9,1277230.89,1280772.12
3332,UChicagoCHATTOPADHYAY-UnIT,"University of Chicago, Chattopadhyay Lab",2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1364686.44,1351948.22,1359698.32,1369270.95,1377573.93
3333,UMich-RidgeTfReg,The University of Michigan,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1412659.72093104,1393608.36387789,1405616.17833207,1417939.15862358,1432266.92366837
3334,UMich-RidgeTfReg,The University of Michigan,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1673486.84990995,1656459.95605372,1666987.91781935,1677897.2654678002,1693723.68866696
3335,UMich-RidgeTfReg,The University of Michigan,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,1990722.62160818,1966160.39549803,1984514.16945504,1997196.07398307,2010405.10702347
3336,UMich-RidgeTfReg,The University of Michigan,2020-11-23,4 wk ahead inc case,2020-12-21,National,National,US,2380210.99242328,2361916.40726059,2373805.35794105,2386614.61188601,2400107.76449608
3337,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-11-23,1 wk ahead inc case,2020-11-30,National,National,US,1117870.51509977,1062192.09974685,1098224.78435976,1135666.89428708,1171223.51688378
3338,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-11-23,2 wk ahead inc case,2020-12-07,National,National,US,1002311.73132646,947313.514092437,983654.0791373992,1019419.84819351,1054085.73559964
3339,USACE-ERDC_SEIR,US Army Engineer Research and Development Center,2020-11-23,3 wk ahead inc case,2020-12-14,National,National,US,818589.0721793041,770444.376695784,801866.825306147,833512.5325300541,863997.744880275
